customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
6620-JDYNW,Yes,Yes,DSL,Yes,No,Yes,No,No,No
8590-OHDIW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5897-ZYEKH,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
5084-OOVCJ,Yes,No,DSL,Yes,No,No,Yes,No,No
1740-CSDJP,No,No phone service,DSL,No,No,No,No,No,Yes
2696-RZVZW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9450-TRJUU,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
4581-SSPWD,Yes,Yes,Fiber optic,No,No,No,No,No,No
4813-HQMGZ,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes
4903-CNOZC,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes
0822-GAVAP,No,No phone service,DSL,No,No,No,No,No,Yes
3055-OYMSE,Yes,No,Fiber optic,No,Yes,No,No,No,No
7242-QZLXF,No,No phone service,DSL,No,No,No,No,No,No
8325-QRPZR,Yes,No,Fiber optic,No,No,Yes,No,No,No
7874-ECPQJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2476-YGEFM,Yes,Yes,Fiber optic,No,No,No,No,No,No
2276-YDAVZ,Yes,Yes,Fiber optic,No,No,No,No,No,No
0661-XEYAN,No,No phone service,DSL,No,No,No,No,No,No
1397-XKKWR,No,No phone service,DSL,Yes,No,Yes,No,No,No
9249-FXSCK,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
4718-WXBGI,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
0486-HECZI,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
7291-CDTMJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7196-LIWRH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0625-AFOHS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5656-MJEFC,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No
5640-CAXOA,No,No phone service,DSL,No,No,No,Yes,No,Yes
3946-MHCZW,Yes,No,DSL,No,No,Yes,No,No,No
8374-UULRV,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes
2108-YKQTY,Yes,No,DSL,No,Yes,No,No,No,No
2862-PFNIK,No,No phone service,DSL,No,No,No,No,No,No
2856-HYAPG,Yes,No,Fiber optic,No,No,No,No,No,No
3707-GNWHM,Yes,Yes,Fiber optic,No,No,No,No,No,No
2363-BJLSL,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
3663-MITLP,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
3373-YZZYM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5848-FHRFC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0840-DFEZH,Yes,Yes,Fiber optic,No,No,No,No,No,No
5879-HMFFH,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4723-BEGSG,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
3976-BWUCK,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No
7120-RFMVS,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
8292-FRFZQ,No,No phone service,DSL,Yes,Yes,No,Yes,No,No
9480-BQJEI,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
4350-ZTLPI,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3763-GCZHZ,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
1658-XUHBX,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
2507-QZPQS,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
0564-JJHGS,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
9750-BOOHV,No,No phone service,DSL,Yes,No,No,No,No,No
8773-HHUOZ,Yes,No,DSL,No,No,No,No,Yes,Yes
1335-MXCSE,Yes,No,DSL,No,No,Yes,Yes,No,No
6029-CSMJE,No,No phone service,DSL,No,No,No,No,No,No
8707-RMEZH,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes
0771-CHWSK,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes
3703-KBKZP,Yes,Yes,Fiber optic,No,No,No,No,No,No
9477-LGWQI,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes
4893-GYUJU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2393-DIVAI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0872-JCPIB,Yes,Yes,DSL,Yes,No,No,No,No,Yes
9909-IDLEK,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No
4086-WITJG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2874-YXVVA,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
0057-QBUQH,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4676-MQUEA,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
0580-PIQHM,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
5243-SAOTC,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
8347-GDTMP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5012-YSPJJ,Yes,No,DSL,No,No,Yes,Yes,No,No
5288-AHOUP,Yes,No,Fiber optic,No,No,No,No,No,Yes
7488-MXJIV,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
9867-XOBQA,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No
2511-ALLCS,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5578-NKCXI,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes
1223-UNPKS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9087-EYCPR,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5924-SNGKP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1101-SSWAG,Yes,Yes,DSL,No,No,No,No,No,No
0082-LDZUE,Yes,No,DSL,No,No,No,No,No,No
2003-CKLOR,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
0679-IDSTG,Yes,No,Fiber optic,No,No,No,No,No,No
7729-JTEEC,Yes,No,DSL,No,No,No,No,No,No
1550-LOAHA,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
8336-TAVKX,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
9114-VEPUF,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
2688-BHGOG,Yes,No,Fiber optic,No,No,No,No,No,Yes
2038-OEQZH,Yes,No,Fiber optic,No,No,Yes,No,No,Yes
4767-HZZHQ,Yes,No,Fiber optic,No,Yes,Yes,No,No,No
0093-XWZFY,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5519-TEEUH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1088-CNNKB,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
1813-JLKWR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4566-NECEV,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
1009-IRMNA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7410-OIEDU,Yes,No,Fiber optic,Yes,No,Yes,No,No,No
7549-MYGPK,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
0056-EPFBG,No,No phone service,DSL,Yes,No,Yes,Yes,No,No
5032-USPKF,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
6723-WSNTY,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1195-OIYEJ,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
7964-YESJC,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No
5995-SNNEW,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
9904-EHEVJ,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
7876-AEHIG,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
4933-BSAIP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2978-XXSOG,Yes,Yes,DSL,Yes,No,No,Yes,No,No
2585-KTFRE,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes
4847-TAJYI,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
6141-OOXUQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8189-DUKMV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7752-XUSCI,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4334-HOWRP,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4445-KWOKW,Yes,Yes,DSL,Yes,Yes,No,No,No,No
0541-FITGH,Yes,No,DSL,Yes,No,No,No,No,Yes
8039-EQPIM,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
6474-FVJLC,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
3776-EKTKM,No,No phone service,DSL,No,No,No,No,Yes,No
7036-ZZKBD,Yes,No,DSL,No,No,Yes,Yes,No,Yes
6696-YDAYZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6040-CGACY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3006-XIMLN,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
7668-XCFYV,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
6101-IMRMM,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
7839-NUIAA,Yes,Yes,DSL,Yes,Yes,No,No,No,No
7302-ZHMHP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7661-CPURM,Yes,No,Fiber optic,No,No,No,Yes,No,Yes
5583-EJXRD,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes
7055-JCGNI,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
8946-BFWSG,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7636-PEPNS,Yes,No,DSL,No,No,No,No,No,No
7619-PLRLP,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes
2478-EEWWM,No,No phone service,DSL,No,No,No,No,Yes,Yes
6305-YLBMM,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4429-WYGFR,Yes,No,DSL,No,No,No,Yes,No,No
6064-PUPMC,Yes,No,DSL,Yes,No,No,Yes,No,No
1097-FSPVW,Yes,No,DSL,Yes,No,Yes,No,No,No
9058-CBREO,Yes,Yes,DSL,No,No,No,No,No,No
9239-ZBZZV,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
9084-OAYKL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5299-SJCZT,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5231-FIQPA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7670-ZBPOQ,Yes,Yes,DSL,Yes,No,No,Yes,No,No
8749-JMNKX,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
2067-QYTCF,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3129-AAQOU,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1036-GUDCL,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes
5375-XLDOF,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3191-CSNMG,Yes,No,Fiber optic,No,No,No,No,Yes,No
3874-EQOEP,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
7517-SAWMO,Yes,No,Fiber optic,Yes,No,No,No,No,No
2609-IAICY,Yes,Yes,Fiber optic,No,No,No,No,No,No
2632-TACXW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3334-CTHOL,Yes,Yes,DSL,No,No,No,No,No,No
6513-EECDB,Yes,Yes,Fiber optic,No,No,No,No,No,No
4945-RVMTE,Yes,No,DSL,No,No,Yes,No,Yes,No
9589-ABEPT,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No
4248-HCETZ,Yes,No,Fiber optic,No,Yes,Yes,No,No,No
1862-SKORY,No,No phone service,DSL,No,Yes,No,No,Yes,No
1135-LMECX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7881-INRLC,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
7163-OCEQI,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes
7634-HLQJR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4986-MXSFP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8066-POXGX,No,No phone service,DSL,No,No,No,No,No,Yes
5025-GOOKI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6425-JWTDV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8402-EIVQS,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes
1325-USMEC,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
4049-ZPALD,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes
6393-WRYZE,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
1971-DTCZB,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1684-FLBGS,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No
7508-SMHXL,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
8429-XIBUM,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
6061-GWWAV,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No
5680-LQOGP,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6050-IJRHS,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
0363-SVHYR,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6997-UVGOX,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5858-EAFCZ,Yes,No,DSL,No,No,No,No,No,No
3583-EKAPL,Yes,No,DSL,No,No,No,No,No,Yes
7764-BDPEE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1685-BQULA,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
3329-WDIOK,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
1240-HCBOH,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2122-YWVYA,Yes,No,Fiber optic,Yes,No,No,No,No,No
2164-SOQXL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9306-CPCBC,Yes,Yes,Fiber optic,No,No,No,No,No,No
8975-SKGRX,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2894-QOJRX,No,No phone service,DSL,No,No,No,No,Yes,No
8189-XRIKE,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
0506-YLVKJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2007-QVGAW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0253-ZTEOB,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes
4629-NRXKX,Yes,No,Fiber optic,No,No,No,No,No,No
8268-YDIXR,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
1569-TTNYJ,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
4090-KPJIP,Yes,Yes,Fiber optic,No,No,No,No,No,No
5312-IRCFR,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
9224-VTYID,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3796-ENZGF,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes
0098-BOWSO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1732-VHUBQ,Yes,No,Fiber optic,No,No,No,No,No,No
5075-JSDKI,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0620-XEFWH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0164-APGRB,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9987-LUTYD,Yes,No,DSL,Yes,No,No,Yes,No,No
5067-XJQFU,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
6223-DHJGV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0114-RSRRW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2656-FMOKZ,Yes,Yes,Fiber optic,No,No,No,No,No,No
6568-POCUI,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes
7445-WMRBW,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No
2209-XADXF,No,No phone service,DSL,No,No,No,No,No,No
2523-EWWZL,Yes,No,Fiber optic,No,Yes,No,No,No,No
4903-UYAVB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2294-SALNE,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No
2460-NGXBJ,Yes,Yes,Fiber optic,No,No,No,No,No,No
4238-JSSWH,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
6352-GIGGQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5524-KHNJP,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes
9127-FHJBZ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1360-XFJMR,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
6147-CBCRA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4565-EVZMJ,Yes,No,DSL,Yes,Yes,No,Yes,No,No
0011-IGKFF,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
7989-VCQOH,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
0378-CJKPV,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
8999-BOHSE,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
5533-NHFRF,No,No phone service,DSL,No,Yes,No,Yes,No,Yes
6627-CFOSN,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
1641-RQDAY,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
2143-LJULT,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1142-IHLOO,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
2931-VUVJN,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
1116-FRYVH,No,No phone service,DSL,Yes,Yes,No,Yes,No,No
8051-HJRLT,Yes,No,Fiber optic,No,No,No,No,No,No
9347-AERRL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2037-SGXHH,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
8748-HFWBO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7576-OYWBN,Yes,Yes,Fiber optic,No,No,No,No,No,No
2675-DHUTR,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
6844-DZKRF,Yes,No,DSL,No,No,No,Yes,No,No
0867-LDTTC,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
0019-EFAEP,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
6689-VRRTK,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
2332-EFBJY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5311-IHLEI,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No
2990-HWIML,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
7134-HBPBS,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
6510-UPNKS,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9565-JSNFM,Yes,No,Fiber optic,No,No,No,No,No,No
3946-JEWRQ,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
8540-ZQGEA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7718-RXDGG,Yes,No,Fiber optic,No,No,No,No,No,No
5609-CEBID,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
7916-VCCPB,Yes,No,Fiber optic,No,Yes,No,No,No,No
6457-GIRWB,Yes,No,Fiber optic,No,No,No,No,No,No
6366-ZGQGL,No,No phone service,DSL,No,No,No,No,No,No
5310-NOOVA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0727-BNRLG,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No
6172-FECYY,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
5944-UGLLK,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
1015-JPFYW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3982-XWFZQ,Yes,Yes,DSL,No,No,No,No,No,No
4316-XCSLJ,Yes,No,DSL,Yes,No,No,No,No,No
9050-IKDZA,Yes,No,Fiber optic,No,No,No,No,Yes,No
6728-DKUCO,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
0536-BGFMZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8992-JQYUN,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
3540-RZJYU,Yes,No,Fiber optic,Yes,No,No,No,Yes,No
5481-NTDOH,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
0897-FEGMU,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2530-FMFXO,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
8467-WYNSR,Yes,No,DSL,Yes,No,No,Yes,No,No
4976-LNFVV,No,No phone service,DSL,No,Yes,Yes,No,No,No
1051-EQPZR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4307-KWMXE,No,No phone service,DSL,No,Yes,No,Yes,No,No
1769-GRUIK,Yes,No,Fiber optic,No,No,No,No,No,No
4774-HHGGS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4501-VCPFK,No,No phone service,DSL,No,No,Yes,Yes,No,No
5089-IFSDP,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
9526-BIHHD,No,No phone service,DSL,Yes,No,No,No,No,No
5174-RNGBH,Yes,No,DSL,No,Yes,No,Yes,Yes,No
3696-XRIEN,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
6174-NRBTZ,No,No phone service,DSL,Yes,No,No,No,No,No
8660-BUETV,Yes,No,DSL,No,No,No,No,No,No
1596-OQSPS,Yes,No,DSL,No,Yes,No,No,No,No
7147-AYBAA,Yes,No,Fiber optic,No,No,No,No,No,No
0156-FVPTA,Yes,No,DSL,Yes,No,No,Yes,No,No
3873-WOSBC,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8048-DSDFQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5939-XAIXZ,Yes,Yes,DSL,No,No,Yes,No,No,No
0709-TVGUR,Yes,Yes,Fiber optic,No,No,No,No,No,No
4686-GEFRM,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
1845-ZLLIG,Yes,No,DSL,No,Yes,No,No,No,No
8350-NYMVI,No,No phone service,DSL,No,Yes,Yes,Yes,No,No
5028-GZLDO,Yes,No,Fiber optic,No,No,No,No,No,No
1125-SNVCK,Yes,No,DSL,No,No,No,No,No,No
7319-VENRZ,Yes,No,DSL,No,No,Yes,Yes,Yes,No
3165-HDOEW,Yes,No,DSL,No,No,No,No,No,No
1095-WGNGG,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
6959-UWKHF,Yes,No,DSL,No,No,No,No,No,No
0093-EXYQL,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
3612-YVGSJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8565-CLBZW,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
8967-SZQAS,Yes,No,DSL,No,Yes,No,No,No,No
7789-CRUVC,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
0134-XWXCE,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
0505-SPOOW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7801-KICAO,Yes,Yes,Fiber optic,No,No,No,No,No,No
7603-USHJS,Yes,Yes,Fiber optic,No,No,No,No,No,No
9659-ZTWSM,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
8434-VGEQQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7621-VPNET,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No
1732-FEKLD,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
3195-TQDZX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1122-YJBCS,Yes,No,DSL,Yes,Yes,No,No,No,No
6184-DYUOB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6711-FLDFB,Yes,Yes,Fiber optic,No,No,No,No,No,No
5821-MMEIL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9685-WKZGT,Yes,Yes,Fiber optic,No,No,No,No,No,No
4905-JEFDW,No,No phone service,DSL,No,No,Yes,No,Yes,No
