customerID,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
7488-MXJIV,Month-to-month,Yes,Electronic check,85.65,321.65
9867-XOBQA,Two year,No,Mailed check,53.15,1183.2
2511-ALLCS,Two year,No,Bank transfer (automatic),24.3,821.6
5578-NKCXI,One year,No,Credit card (automatic),99.25,5846.65
1223-UNPKS,Two year,No,Mailed check,20.05,400
9087-EYCPR,Two year,No,Mailed check,25.0,1505.05
5924-SNGKP,One year,Yes,Credit card (automatic),20.25,865
1101-SSWAG,Month-to-month,Yes,Electronic check,51.1,711.15
0082-LDZUE,Month-to-month,Yes,Mailed check,44.3,44.3
2003-CKLOR,Month-to-month,No,Electronic check,99.5,6710.5
0679-IDSTG,Month-to-month,Yes,Electronic check,69.25,69.25
7729-JTEEC,Month-to-month,Yes,Electronic check,44.5,90.05
1550-LOAHA,Month-to-month,No,Bank transfer (automatic),84.15,2585.95
8336-TAVKX,Two year,No,Bank transfer (automatic),78.45,5682.25
9114-VEPUF,One year,No,Electronic check,96.1,6001.45
2688-BHGOG,Month-to-month,Yes,Electronic check,79.55,718.55
2038-OEQZH,Month-to-month,No,Electronic check,86.05,308.1
4767-HZZHQ,Month-to-month,No,Bank transfer (automatic),82.05,2570.2
0093-XWZFY,Month-to-month,Yes,Credit card (automatic),104.5,4036.85
5519-TEEUH,One year,Yes,Mailed check,20.15,682.15
1088-CNNKB,One year,No,Credit card (automatic),80.0,5040.2
1813-JLKWR,One year,No,Bank transfer (automatic),19.8,1336.65
4566-NECEV,Month-to-month,No,Electronic check,96.55,500.1
1009-IRMNA,Month-to-month,No,Bank transfer (automatic),20.0,137.6
7410-OIEDU,Month-to-month,Yes,Mailed check,79.85,887.35
7549-MYGPK,Month-to-month,Yes,Electronic check,100.55,6215.35
0056-EPFBG,Two year,Yes,Credit card (automatic),39.4,825.4
5032-USPKF,One year,No,Bank transfer (automatic),84.1,3187.65
6723-WSNTY,One year,Yes,Credit card (automatic),108.1,7181.95
1195-OIYEJ,Month-to-month,Yes,Electronic check,91.1,1135.7
7964-YESJC,Month-to-month,No,Mailed check,66.3,1559.45
5995-SNNEW,Month-to-month,Yes,Electronic check,104.45,2184.85
9904-EHEVJ,Month-to-month,Yes,Mailed check,91.35,2896.55
7876-AEHIG,One year,No,Bank transfer (automatic),60.15,3077
4933-BSAIP,Two year,No,Mailed check,19.1,780.1
2978-XXSOG,Month-to-month,Yes,Mailed check,59.05,1253.5
2585-KTFRE,Month-to-month,Yes,Bank transfer (automatic),70.45,70.45
4847-TAJYI,Month-to-month,Yes,Electronic check,89.35,567.8
6141-OOXUQ,Month-to-month,No,Mailed check,19.65,19.65
8189-DUKMV,One year,No,Bank transfer (automatic),20.5,79.05
7752-XUSCI,Month-to-month,Yes,Electronic check,105.9,6396.45
4334-HOWRP,Two year,Yes,Credit card (automatic),64.95,4546
4445-KWOKW,One year,Yes,Bank transfer (automatic),60.15,2421.6
0541-FITGH,Month-to-month,Yes,Mailed check,62.15,113.1
8039-EQPIM,Two year,No,Bank transfer (automatic),60.25,4055.5
6474-FVJLC,Month-to-month,Yes,Electronic check,86.0,165.45
3776-EKTKM,Month-to-month,Yes,Electronic check,36.45,36.45
7036-ZZKBD,Month-to-month,Yes,Credit card (automatic),66.4,2019.8
6696-YDAYZ,Two year,No,Mailed check,20.5,290.55
6040-CGACY,Month-to-month,No,Mailed check,19.6,299.4
3006-XIMLN,Month-to-month,Yes,Bank transfer (automatic),94.2,193.8
7668-XCFYV,Month-to-month,Yes,Electronic check,92.55,1614.7
6101-IMRMM,Month-to-month,No,Mailed check,94.5,575.45
7839-NUIAA,Month-to-month,No,Electronic check,59.8,3641.5
7302-ZHMHP,Month-to-month,No,Mailed check,19.15,19.15
7661-CPURM,One year,Yes,Credit card (automatic),87.7,1725.95
5583-EJXRD,Two year,Yes,Credit card (automatic),54.05,2375.2
7055-JCGNI,Two year,Yes,Credit card (automatic),111.95,7795.95
8946-BFWSG,Two year,No,Mailed check,25.25,1573.05
7636-PEPNS,One year,Yes,Mailed check,44.1,2413.05
7619-PLRLP,One year,No,Bank transfer (automatic),74.1,3833.95
2478-EEWWM,Month-to-month,Yes,Electronic check,44.3,2666.75
6305-YLBMM,One year,Yes,Bank transfer (automatic),104.05,7262
4429-WYGFR,Month-to-month,No,Bank transfer (automatic),49.15,1237.3
6064-PUPMC,One year,No,Credit card (automatic),57.2,1423.35
1097-FSPVW,Month-to-month,No,Credit card (automatic),54.55,2455.05
9058-CBREO,Month-to-month,No,Mailed check,50.55,50.55
9239-ZBZZV,Month-to-month,Yes,Electronic check,47.95,305.1
9084-OAYKL,Two year,No,Mailed check,20.8,1212.25
5299-SJCZT,Month-to-month,Yes,Bank transfer (automatic),101.55,298.35
5231-FIQPA,Two year,Yes,Mailed check,19.85,810.45
7670-ZBPOQ,One year,Yes,Bank transfer (automatic),61.05,3478.75
8749-JMNKX,Month-to-month,Yes,Bank transfer (automatic),93.8,4750.95
2067-QYTCF,Month-to-month,Yes,Electronic check,111.15,6953.4
3129-AAQOU,Two year,No,Mailed check,25.6,485.9
1036-GUDCL,Month-to-month,Yes,Credit card (automatic),79.05,4663.4
5375-XLDOF,Two year,Yes,Bank transfer (automatic),114.35,7665.8
3191-CSNMG,Month-to-month,Yes,Electronic check,80.7,239.45
3874-EQOEP,Month-to-month,No,Mailed check,95.0,655.5
7517-SAWMO,Month-to-month,Yes,Electronic check,73.2,1441.1
2609-IAICY,Month-to-month,Yes,Electronic check,77.15,77.15
2632-TACXW,Two year,No,Bank transfer (automatic),23.65,1416.75
3334-CTHOL,Month-to-month,Yes,Bank transfer (automatic),49.95,49.95
6513-EECDB,Month-to-month,Yes,Electronic check,73.55,73.55
4945-RVMTE,Month-to-month,Yes,Bank transfer (automatic),59.55,1646.45
9589-ABEPT,Two year,Yes,Mailed check,92.45,6460.55
4248-HCETZ,Month-to-month,Yes,Mailed check,79.65,2365.15
1862-SKORY,Month-to-month,Yes,Electronic check,39.3,1637.4
1135-LMECX,Month-to-month,No,Mailed check,19.85,19.85
7881-INRLC,Month-to-month,Yes,Credit card (automatic),100.85,4740
7163-OCEQI,One year,Yes,Mailed check,78.65,1663.75
7634-HLQJR,Two year,No,Credit card (automatic),20.05,1016.7
4986-MXSFP,Month-to-month,Yes,Mailed check,20.0,40.9
8066-POXGX,Month-to-month,Yes,Electronic check,35.1,446.1
5025-GOOKI,Month-to-month,Yes,Credit card (automatic),18.9,347.65
6425-JWTDV,Two year,No,Mailed check,19.25,855.1
8402-EIVQS,One year,Yes,Credit card (automatic),100.9,
1325-USMEC,Two year,Yes,Credit card (automatic),99.35,6944.5
4049-ZPALD,Two year,Yes,Bank transfer (automatic),99.0,6375.8
6393-WRYZE,Month-to-month,Yes,Electronic check,97.65,3207.55
1971-DTCZB,Two year,Yes,Bank transfer (automatic),90.95,6468.6
1684-FLBGS,Month-to-month,Yes,Credit card (automatic),69.5,1652.1
7508-SMHXL,Month-to-month,No,Credit card (automatic),89.0,1288.3
8429-XIBUM,Month-to-month,Yes,Bank transfer (automatic),101.35,2317.1
6061-GWWAV,One year,No,Mailed check,70.2,2894.55
5680-LQOGP,Two year,Yes,Credit card (automatic),82.45,5646.6
6050-IJRHS,One year,Yes,Electronic check,106.5,7397
0363-SVHYR,Two year,No,Bank transfer (automatic),86.85,6263.8
6997-UVGOX,Two year,No,Bank transfer (automatic),85.45,6029.9
5858-EAFCZ,Month-to-month,No,Mailed check,44.45,44.45
3583-EKAPL,Month-to-month,Yes,Electronic check,55.0,55
7764-BDPEE,Month-to-month,No,Mailed check,20.85,60.65
1685-BQULA,Month-to-month,Yes,Bank transfer (automatic),93.4,3756.4
3329-WDIOK,Month-to-month,Yes,Electronic check,50.6,155.35
1240-HCBOH,Two year,Yes,Mailed check,26.1,1759.55
2122-YWVYA,Month-to-month,Yes,Electronic check,75.4,1380.4
2164-SOQXL,Month-to-month,No,Mailed check,20.05,406.05
9306-CPCBC,Month-to-month,Yes,Electronic check,74.25,210.3
8975-SKGRX,Two year,Yes,Bank transfer (automatic),116.1,8310.55
2894-QOJRX,Month-to-month,Yes,Bank transfer (automatic),34.0,853
8189-XRIKE,Month-to-month,No,Electronic check,90.95,2897.95
0506-YLVKJ,Two year,Yes,Mailed check,20.2,917.45
2007-QVGAW,Two year,Yes,Bank transfer (automatic),19.35,1292.65
0253-ZTEOB,Two year,No,Electronic check,79.65,3870.3
4629-NRXKX,Month-to-month,No,Electronic check,70.4,147.15
8268-YDIXR,One year,Yes,Electronic check,93.15,5253.95
1569-TTNYJ,Month-to-month,Yes,Electronic check,78.75,412.1
4090-KPJIP,Month-to-month,Yes,Electronic check,74.95,212.4
5312-IRCFR,One year,Yes,Electronic check,92.85,5980.75
9224-VTYID,Two year,Yes,Mailed check,90.5,4318.35
3796-ENZGF,Two year,No,Mailed check,67.25,4234.15
0098-BOWSO,Month-to-month,Yes,Electronic check,19.4,529.8
1732-VHUBQ,Month-to-month,No,Bank transfer (automatic),70.55,3309.25
5075-JSDKI,Two year,No,Electronic check,24.45,1493.1
0620-XEFWH,Month-to-month,No,Mailed check,18.85,84.2
0164-APGRB,Two year,Yes,Electronic check,114.9,8496.7
9987-LUTYD,One year,No,Mailed check,55.15,742.9
5067-XJQFU,One year,Yes,Electronic check,108.45,7076.35
6223-DHJGV,One year,Yes,Mailed check,20.65,958.1
0114-RSRRW,Month-to-month,Yes,Bank transfer (automatic),19.95,187.75
2656-FMOKZ,Month-to-month,Yes,Mailed check,74.45,1145.7
6568-POCUI,Two year,Yes,Credit card (automatic),95.2,4285.8
7445-WMRBW,One year,Yes,Bank transfer (automatic),73.85,3581.4
2209-XADXF,Month-to-month,No,Bank transfer (automatic),25.25,25.25
2523-EWWZL,Month-to-month,Yes,Electronic check,76.1,2093.4
4903-UYAVB,Month-to-month,No,Mailed check,19.35,126.05
2294-SALNE,One year,No,Mailed check,86.8,1940.8
2460-NGXBJ,Month-to-month,Yes,Credit card (automatic),75.2,775.3
4238-JSSWH,Month-to-month,No,Bank transfer (automatic),102.05,3452.55
6352-GIGGQ,One year,Yes,Bank transfer (automatic),88.8,5903.15
5524-KHNJP,One year,No,Credit card (automatic),74.75,2453.3
9127-FHJBZ,Two year,Yes,Electronic check,114.0,8093.15
1360-XFJMR,One year,Yes,Credit card (automatic),109.7,7344.45
6147-CBCRA,Month-to-month,No,Mailed check,20.05,669.45
4565-EVZMJ,One year,Yes,Mailed check,58.9,2813.05
0011-IGKFF,Month-to-month,Yes,Electronic check,98.0,1237.85
7989-VCQOH,Month-to-month,No,Electronic check,83.25,1611.15
0378-CJKPV,Two year,No,Credit card (automatic),112.1,7965.95
8999-BOHSE,Month-to-month,No,Bank transfer (automatic),89.7,1047.7
5533-NHFRF,Month-to-month,Yes,Electronic check,44.4,265.8
6627-CFOSN,Month-to-month,Yes,Bank transfer (automatic),99.45,5623.7
1641-RQDAY,Month-to-month,Yes,Electronic check,100.4,3217.65
2143-LJULT,Two year,Yes,Credit card (automatic),25.25,1733.15
1142-IHLOO,One year,No,Credit card (automatic),87.55,4475.9
2931-VUVJN,One year,Yes,Electronic check,94.05,5483.9
1116-FRYVH,Two year,No,Mailed check,39.4,1978.65
8051-HJRLT,Month-to-month,Yes,Electronic check,70.55,70.55
9347-AERRL,One year,No,Credit card (automatic),19.3,486.2
2037-SGXHH,Month-to-month,Yes,Electronic check,94.65,3624.3
8748-HFWBO,One year,No,Mailed check,19.9,357.7
7576-OYWBN,Month-to-month,Yes,Electronic check,76.05,231.8
2675-DHUTR,Month-to-month,Yes,Electronic check,98.9,5780.7
6844-DZKRF,Month-to-month,Yes,Credit card (automatic),50.2,109.25
0867-LDTTC,Month-to-month,No,Bank transfer (automatic),75.15,392.65
0019-EFAEP,Two year,Yes,Bank transfer (automatic),101.3,7261.25
6689-VRRTK,One year,Yes,Credit card (automatic),109.8,4860.35
2332-EFBJY,Month-to-month,Yes,Mailed check,19.7,342.4
5311-IHLEI,Month-to-month,Yes,Bank transfer (automatic),50.95,605.75
2990-HWIML,Month-to-month,Yes,Electronic check,89.5,573.3
7134-HBPBS,Two year,Yes,Bank transfer (automatic),108.1,7774.05
6510-UPNKS,One year,No,Credit card (automatic),24.8,615.35
9565-JSNFM,One year,Yes,Bank transfer (automatic),70.45,2597.6
3946-JEWRQ,One year,Yes,Credit card (automatic),95.2,4563
8540-ZQGEA,Two year,No,Credit card (automatic),20.05,1102.4
7718-RXDGG,Month-to-month,Yes,Bank transfer (automatic),68.6,1108.6
5609-CEBID,Month-to-month,Yes,Electronic check,94.1,1782.4
7916-VCCPB,Month-to-month,No,Bank transfer (automatic),73.25,1195.75
6457-GIRWB,Month-to-month,Yes,Electronic check,69.35,69.35
6366-ZGQGL,Month-to-month,No,Bank transfer (automatic),24.8,24.8
5310-NOOVA,,No,Electronic check,19.95,907.05
0727-BNRLG,Two year,Yes,Credit card (automatic),97.65,6743.55
6172-FECYY,Month-to-month,No,Electronic check,84.5,4254.85
5944-UGLLK,One year,No,Credit card (automatic),54.9,3045.75
1015-JPFYW,One year,No,Mailed check,19.45,136.75
3982-XWFZQ,Month-to-month,Yes,Electronic check,50.25,2203.65
4316-XCSLJ,Month-to-month,Yes,Mailed check,50.3,846.8
9050-IKDZA,Month-to-month,No,Mailed check,81.5,162.55
6728-DKUCO,One year,Yes,Electronic check,104.15,7303.05
0536-BGFMZ,Month-to-month,No,Mailed check,20.5,563.05
8992-JQYUN,Month-to-month,Yes,Electronic check,50.35,
3540-RZJYU,Month-to-month,No,Electronic check,86.2,1270.2
5481-NTDOH,One year,Yes,Credit card (automatic),107.05,7142.5
0897-FEGMU,Month-to-month,Yes,Electronic check,99.5,1056.95
2530-FMFXO,Two year,Yes,Electronic check,103.2,5873.75
8467-WYNSR,Month-to-month,No,Mailed check,55.1,1253.15
4976-LNFVV,Month-to-month,Yes,Credit card (automatic),34.3,577.15
1051-EQPZR,Month-to-month,No,Mailed check,19.6,780.25
4307-KWMXE,Month-to-month,No,Electronic check,35.75,389.8
1769-GRUIK,Month-to-month,Yes,Electronic check,71.1,1247.75
4774-HHGGS,Two year,No,Mailed check,19.05,637.55
4501-VCPFK,Month-to-month,No,Electronic check,35.75,1022.5
5089-IFSDP,Two year,Yes,Bank transfer (automatic),109.45,6144.55
9526-BIHHD,Month-to-month,No,Mailed check,29.7,29.7
5174-RNGBH,Month-to-month,No,Mailed check,66.25,620.55
3696-XRIEN,One year,Yes,Credit card (automatic),82.5,4179.1
6174-NRBTZ,One year,Yes,Bank transfer (automatic),30.75,1489.3
8660-BUETV,Month-to-month,No,Mailed check,44.75,148.05
1596-OQSPS,Month-to-month,No,Electronic check,51.1,531.15
7147-AYBAA,Month-to-month,Yes,Mailed check,70.35,2552.9
0156-FVPTA,Month-to-month,Yes,Electronic check,54.2,1152.7
3873-WOSBC,Two year,No,Credit card (automatic),25.6,1784.9
8048-DSDFQ,Month-to-month,No,Mailed check,20.2,20.2
5939-XAIXZ,Month-to-month,Yes,Mailed check,56.1,1033.9
0709-TVGUR,Month-to-month,Yes,Electronic check,74.55,622.9
4686-GEFRM,Two year,Yes,Bank transfer (automatic),98.7,6858.9
1845-ZLLIG,Month-to-month,Yes,Mailed check,50.15,50.15
8350-NYMVI,Month-to-month,No,Bank transfer (automatic),41.1,1597.05
5028-GZLDO,Month-to-month,No,Credit card (automatic),70.7,140.7
1125-SNVCK,Month-to-month,No,Mailed check,43.8,2106.05
7319-VENRZ,Month-to-month,No,Bank transfer (automatic),64.3,445.95
3165-HDOEW,Month-to-month,Yes,Mailed check,45.85,45.85
1095-WGNGG,Two year,Yes,Bank transfer (automatic),101.05,5971.25
6959-UWKHF,Month-to-month,Yes,Electronic check,42.9,42.9
0093-EXYQL,Month-to-month,Yes,Electronic check,91.55,3673.6
3612-YVGSJ,Two year,Yes,Credit card (automatic),24.45,1681.6
8565-CLBZW,Month-to-month,Yes,Mailed check,89.85,2165.05
8967-SZQAS,Month-to-month,No,Electronic check,50.45,765.45
7789-CRUVC,Month-to-month,Yes,Credit card (automatic),94.2,5895.45
0134-XWXCE,One year,No,Bank transfer (automatic),74.85,3268.05
0505-SPOOW,Two year,No,Bank transfer (automatic),19.8,1397.65
7801-KICAO,Month-to-month,Yes,Electronic check,74.15,1345.75
7603-USHJS,Month-to-month,Yes,Credit card (automatic),73.75,871.4
9659-ZTWSM,One year,Yes,Bank transfer (automatic),107.35,7051.95
8434-VGEQQ,Two year,No,Credit card (automatic),20.55,1305.95
7621-VPNET,Month-to-month,Yes,Credit card (automatic),85.9,3729.75
1732-FEKLD,One year,Yes,Bank transfer (automatic),94.75,5121.75
3195-TQDZX,Month-to-month,Yes,Electronic check,20.25,61.45
1122-YJBCS,One year,Yes,Credit card (automatic),53.65,3804.4
6184-DYUOB,Month-to-month,Yes,Mailed check,19.6,55.25
6711-FLDFB,Month-to-month,Yes,Electronic check,74.9,541.15
5821-MMEIL,Two year,No,Bank transfer (automatic),19.9,1115.6
9685-WKZGT,Month-to-month,Yes,Electronic check,74.95,1036.75
4905-JEFDW,One year,Yes,Electronic check,41.6,470.6
6260-XLACS,One year,No,Mailed check,19.7,117.8
8597-CWYHH,One year,No,Mailed check,94.35,3921.3
3658-QQJYD,One year,Yes,Credit card (automatic),74.3,4698.05
2180-DXNEG,Month-to-month,Yes,Electronic check,96.0,1062.1
7266-GSSJX,Month-to-month,Yes,Electronic check,20.45,250.8
5438-QMDDL,Month-to-month,Yes,Mailed check,59.8,1130.85
4393-RYCRE,One year,Yes,Electronic check,106.05,4510.8
7072-MBHEV,Month-to-month,Yes,Credit card (automatic),78.1,864.85
9675-ICXCT,Two year,Yes,Electronic check,80.8,5728.55
6680-NENYN,Two year,Yes,Electronic check,104.6,4759.85
1449-XQEMT,Month-to-month,Yes,Mailed check,19.8,58.15
6458-CYIDZ,Month-to-month,No,Electronic check,80.7,374.8
1142-WACZW,Month-to-month,No,Bank transfer (automatic),29.85,75.6
3301-VKTGC,One year,Yes,Bank transfer (automatic),85.5,5696.6
5244-IRFIH,Month-to-month,Yes,Electronic check,94.5,3105.55
4718-DHSMV,Month-to-month,Yes,Mailed check,35.8,363.15
1891-FZYSA,Month-to-month,Yes,Electronic check,89.95,6143.15
1469-LBJQJ,Month-to-month,Yes,Electronic check,105.2,6936.85
4115-BNPJY,Two year,No,Mailed check,75.55,2054.4
4608-LCIMN,Month-to-month,No,Bank transfer (automatic),44.65,369.15
5456-ITGIC,Two year,Yes,Credit card (automatic),64.45,4641.1
1767-TGTKO,Month-to-month,Yes,Electronic check,45.45,411.75
2325-WINES,One year,Yes,Credit card (automatic),104.05,3416.85
8129-GMVGI,Two year,No,Mailed check,20.05,1090.1
0940-OUQEC,Month-to-month,Yes,Bank transfer (automatic),80.7,788.8
2348-KCJLT,One year,Yes,Mailed check,61.5,2722.2
0461-CVKMU,Month-to-month,No,Electronic check,83.8,1900.25
1215-VFYVK,Month-to-month,No,Mailed check,48.25,202.25
4072-IPYLT,Month-to-month,No,Credit card (automatic),51.05,1815
6173-ITPWD,Month-to-month,Yes,Bank transfer (automatic),83.35,4065
7389-KBFIT,Month-to-month,Yes,Mailed check,30.25,63.75
0731-EBJQB,One year,Yes,Electronic check,20.4,1090.65
7330-WZLNC,Month-to-month,Yes,Electronic check,90.8,455.5
9055-MOJJJ,One year,No,Mailed check,65.8,4068
9992-UJOEL,Month-to-month,Yes,Mailed check,50.3,92.75
8388-DMKAE,Two year,No,Mailed check,20.25,174.65
2619-WFQWU,Month-to-month,Yes,Mailed check,70.15,70.15
7851-FLGGQ,Month-to-month,Yes,Mailed check,44.65,44.65
7139-JZFVG,Two year,No,Bank transfer (automatic),60.5,3694.45
3771-PZOBW,Month-to-month,Yes,Credit card (automatic),90.7,1781.35
3733-ZEECP,Month-to-month,Yes,Electronic check,51.1,1232.9
4906-ZHGPK,One year,Yes,Electronic check,70.7,3770
7439-DKZTW,Month-to-month,Yes,Electronic check,80.55,80.55
2592-HODOV,One year,No,Credit card (automatic),19.3,259.65
7826-VVKWT,Two year,Yes,Electronic check,96.55,2263.45
1658-TJVOA,Month-to-month,Yes,Electronic check,74.1,450.9
2439-LYPMQ,Month-to-month,Yes,Electronic check,102.6,4009.2
7596-LDUXP,One year,Yes,Credit card (automatic),85.15,979.05
4524-QCSSM,Month-to-month,Yes,Bank transfer (automatic),44.65,1156.55
7816-VGHTO,Two year,No,Mailed check,40.55,217.5
3092-IGHWF,One year,No,Electronic check,87.4,5918.8
6646-QVXLR,One year,Yes,Electronic check,103.75,6383.35
9074-KGVOX,Month-to-month,Yes,Credit card (automatic),39.45,2021.35
5360-XGYAZ,Two year,Yes,Bank transfer (automatic),65.65,4664.5
0354-WYROK,Month-to-month,Yes,Electronic check,98.9,2911.3
9778-OGKQZ,Two year,Yes,Credit card (automatic),92.0,6782.15
4139-JPIAM,Month-to-month,Yes,Credit card (automatic),44.45,2181.55
3727-JEZTU,Month-to-month,No,Mailed check,20.4,20.4
3882-IYOIJ,Two year,No,Credit card (automatic),115.25,6758.45
4335-UPJSI,Two year,No,Mailed check,19.75,498.1
7760-OYPDY,Month-to-month,Yes,Electronic check,80.65,144.15
7786-WBJYI,Month-to-month,No,Bank transfer (automatic),77.95,305.55
4102-HLENU,Two year,No,Mailed check,65.65,4322.85
7718-UPSKJ,One year,Yes,Credit card (automatic),106.4,7251.9
4110-PFEUZ,Month-to-month,No,Mailed check,69.55,69.55
3768-VHXQO,Two year,No,Credit card (automatic),24.85,1583.5
3027-ZTDHO,Month-to-month,Yes,Electronic check,89.9,89.9
4833-QTJNO,Month-to-month,No,Bank transfer (automatic),83.85,5588.8
0141-YEAYS,Month-to-month,Yes,Bank transfer (automatic),86.45,2401.05
9822-WMWVG,Month-to-month,Yes,Electronic check,106.5,4282.4
3612-YUNGG,Two year,Yes,Credit card (automatic),109.2,6741.15
7665-TOALD,Month-to-month,Yes,Electronic check,69.6,69.6
5027-XWQHA,Month-to-month,No,Electronic check,44.75,270.95
9443-JUBUO,Two year,Yes,Credit card (automatic),65.25,4478.85
2325-ZUSFD,One year,Yes,Bank transfer (automatic),70.1,3913.3
6953-PBDIN,Two year,No,Bank transfer (automatic),72.95,5265.55
3247-ZVOUO,Month-to-month,No,Electronic check,85.55,851.75
6629-CZTTH,Month-to-month,Yes,Mailed check,55.7,55.7
2176-LVPNX,Two year,No,Mailed check,89.85,6293.45
9505-SQFSW,Month-to-month,No,Mailed check,40.3,92.5
1705-GUHPV,Two year,No,Mailed check,24.2,1618.2
7978-DKUQH,Month-to-month,Yes,Electronic check,74.6,1797.75
7608-RGIRO,Two year,Yes,Mailed check,24.4,1413
3807-BPOMJ,,Yes,Electronic check,94.75,5276.1
1960-UOTYM,Two year,No,Electronic check,79.2,4016.3
9560-ARGQJ,Month-to-month,Yes,Electronic check,81.0,1312.15
5294-DMSFH,Month-to-month,Yes,Credit card (automatic),87.8,2621.75
2485-ITVKB,Month-to-month,Yes,Electronic check,35.1,68.75
7967-HYCDE,Month-to-month,No,Bank transfer (automatic),70.7,553.4
2135-DQWAQ,Month-to-month,Yes,Mailed check,85.3,420.45
5396-IZEPB,Month-to-month,No,Credit card (automatic),19.7,180.7
6022-UGGSO,Month-to-month,Yes,Electronic check,74.4,2276.95
7971-HLVXI,Two year,Yes,Credit card (automatic),84.5,6130.85
7021-XSNYE,Two year,No,Credit card (automatic),49.65,305.55
1986-PHGZF,Month-to-month,Yes,Credit card (automatic),58.4,964.9
5118-MUEYH,Month-to-month,Yes,Credit card (automatic),105.1,5083.55
3841-NFECX,Two year,Yes,Credit card (automatic),96.35,6766.95
3494-JCHRQ,Month-to-month,Yes,Electronic check,70.05,70.05
5440-VHLUL,One year,Yes,Bank transfer (automatic),105.2,7386.05
3154-HMWUU,Two year,Yes,Bank transfer (automatic),20.5,1198.8
